link	venue	year	citations	description	institutions	companies	title	authors	num_authors	doi	openalex_id	oa_pdf_url	is_open_access	oa_status	primary_topic	concepts	referenced_works_count	type	source	matched_keywords
https://doi.org/10.1109/tkde.2026.3657851	IEEE TKDE	2026	3	To leverage the advantages of LLM in addressing challenges in the Text-to-SQL task, we present XiYan-SQL, an innovative framework effectively generating and utilizing multiple SQL candidates. It consists of three components: 1) a Schema Filter module filtering and obtaining multiple relevant schemas; 2) a multi-generator ensemble approach generating multiple high-quality and diverse SQL queries; 3) a selection model with a candidate reorganization strategy implemented to obtain the optimal SQL query. Specifically, for the multi-generator ensemble, we employ a multi-task fine-tuning strategy to enhance the capabilities of SQL generation models for the intrinsic alignment between SQL and text, and construct multiple generation models with distinct generation styles by fine-tuning across different SQL formats. The experimental results and comprehensive analysis demonstrate the effectiveness and robustness of our framework. Overall, XiYan-SQL achieves a new SOTA performance of 75.63% on the notable BIRD benchmark, surpassing all previous methods.	Alibaba Group (China)	Alibaba Group (China)	XiYan-SQL: A Novel Multi-Generator Framework for Text-to-SQL	Yifu Liu; Yin Zhu; Yingqi Gao; Zhiling Luo; Xiaoxia Li; Xiaorong Shi; Yú Hónɡ; Jinyang Gao; Haijun Yu; Bolin Ding; Jingren Zhou	11	https://doi.org/10.1109/tkde.2026.3657851	https://openalex.org/W4415348225	https://arxiv.org/pdf/2507.04701	True	green	Advanced Computational Techniques and Applications	Computer science; SQL; Leverage (statistics); Robustness (evolution); Data mining	20	article	openalex	novel [title]
https://doi.org/10.1109/tkde.2025.3591503	IEEE TKDE	2025	3	Traditional recommendation methods, which typically focus on modeling a single user behavior (e.g., purchase), often face severe data sparsity issues. Multi-behavior recommendation methods offer a promising solution by leveraging user data from diverse behaviors. However, most existing approaches entangle multiple behavioral factors, learning holistic but imprecise representations that fail to capture specific user intents. To address this issue, we propose a multi-behavior method by modeling latent factors with an expert network (MBLFE). In our approach, we design a gating expert network, where the expert network models all latent factors within the entire recommendation scenario, with each expert specializing in a specific latent factor.	Tianjin University; Hefei University of Technology		Latent Factor Modeling With Expert Network for Multi-Behavior Recommendation	Mingshi Yan; Zhiyong Cheng; Yahong Han; Meng Wang	4	https://doi.org/10.1109/tkde.2025.3591503	https://openalex.org/W4412605523		False	closed	Advanced Text Analysis Techniques	Computer science; Factor (programming language); Data modeling; Data mining; Recommender system	43	article	openalex	diverse recommendations [title_and_abstract]
https://doi.org/10.1609/aaai.v39i12.33367	AAAI	2025	3	User data spread across multiple modalities has popularized multi-modal recommender systems (MMRS). They recommend diverse content such as products, social media posts, TikTok reels, etc., based on a user-item interaction graph. With rising data privacy demands, recent methods propose unlearning private user data from uni-modal recommender systems (RS). However, methods for unlearning item data related to outdated user preferences, revoked licenses, and legally requested removals are still largely unexplored. Previous RS unlearning methods are unsuitable for MMRS due to the incompatibility of their matrix-based representation with the multi-modal user-item interaction graph.			Multi-Modal Recommendation Unlearning for Legal, Licensing, and Modality Constraints	Yash Sinha; Murari Mandal; Mohan Kankanhalli	3	https://doi.org/10.1609/aaai.v39i12.33367	https://openalex.org/W4409365143	https://doi.org/10.1609/aaai.v39i12.33367	True	diamond	Data Quality and Management	Modality (human–computer interaction); Modal; Computer science; Business; Psychology	0	article	openalex	diverse recommendations [title_and_abstract]
https://doi.org/10.1609/aaai.v39i12.33352	AAAI	2025	3	Graph neural network (GNN) based recommender systems have been widely used in diverse service platforms as they can more effectively capture users' interests. Nevertheless, recent investigations have revealed that the neighborhood aggregation and contrastive learning mechanisms render GNN-based recommender systems more vulnerable to fake profile injection attacks, i.e., shilling attacks. Despite numerous defenses against shilling attacks having emerged, these approaches still face certain challenges, such as the demand for prior knowledge and the difficulty in defending against multiple attacks. Therefore, this paper proposes a two-stage trustworthy GNN-based recommender systems training framework (Trust-GRS), which models the probability of data being fake in a zero-knowledge scenario and establishes a trustworthy neighborhood aggregation and contrastive learning. Through extensive experiments on multiple benchmark datasets against 12 state-of-the-art shilling attacks, we demonstrate that Trust-GRS substantially mitigates the influence of fake data in all attacks, up to 100%, while preserving the original recommendation performance.	Institute of Information Engineering; University of Chinese Academy of Sciences		Trust-GRS: A Trustworthy Training Framework for Graph Neural Network Based Recommender Systems Against Shilling Attacks	Lin Mu; Zhengxiao Liu; Zhitong Zhu; Lin Zheng	4	https://doi.org/10.1609/aaai.v39i12.33352	https://openalex.org/W4409365272	https://ojs.aaai.org/index.php/AAAI/article/download/33352/35507	True	diamond	Advanced Graph Neural Networks	Recommender system; Trustworthiness; Computer science; Artificial neural network; Graph	0	article	openalex	diverse recommendations [title_and_abstract]
https://doi.org/10.1145/3731447	ACM TOIS	2025	3	Inferring user preferences from users’ historical feedback is a valuable problem in recommender systems. Conventional approaches often rely on the assumption that user preferences in the feedback data are equivalent to the real user preferences without additional noise, which simplifies the problem modeling. However, there are various confounders during user–item interactions, such as weather and even the recommendation system itself. Therefore, neglecting the influence of confounders will result in inaccurate user preferences and suboptimal performance of the model. Furthermore, the unobservability of confounders poses a challenge in further addressing the problem.	Jilin University; Jilin Province Science and Technology Department; Beijing University of Posts and Telecommunications; Beihang University		Causal Structure Representation Learning of Unobserved Confounders in Latent Space for Recommendation	Hangtong Xu; Yuanbo Xu; Chaozhuo Li; Fuzhen Zhuang	4	https://doi.org/10.1145/3731447	https://openalex.org/W4409667646		False	closed	Recommender Systems and Techniques	Confounding; Representation (politics); Space (punctuation); Latent variable; Econometrics	28	article	openalex	diverse recommendations [title_and_abstract]
https://doi.org/10.1145/3728465	ACM TOIS	2025	3	In multi-behavior recommendation scenarios, analyzing users’ diverse behaviors, such as click , purchase , and rating , enables a more comprehensive understanding of their interests, facilitating personalized and accurate recommendations. A fundamental assumption of multi-behavior recommendation methods is the existence of shared user preferences across behaviors, representing users’ intrinsic interests. Based on this assumption, existing approaches aim to integrate information from various behaviors to enrich user representations. However, they often overlook the presence of both commonalities and individualities in users’ multi-behavior preferences. These individualities reflect distinct aspects of preferences captured by different behaviors, where certain auxiliary behaviors may introduce noise, hindering the prediction of the target behavior.	Tianjin University; Hefei University of Technology; National University of Singapore; Jilin University		User Invariant Preference Learning for Multi-Behavior Recommendation	Mingshi Yan; Zhiyong Cheng; Fan Liu; Yingda Lyu; Yahong Han	5	https://doi.org/10.1145/3728465	https://openalex.org/W4410642065	https://arxiv.org/pdf/2507.14925	True	green	Recommender Systems and Techniques	Preference; Invariant (physics); Computer science; Artificial intelligence; Human–computer interaction	46	article	openalex	diverse recommendations [title_and_abstract]
https://doi.org/10.1145/3750725	ACM TOIS	2025	3	In recommender systems, heterogeneous graph neural networks (HGNNs) have demonstrated remarkable efficacy due to their capacity to harness rich auxiliary information within heterogeneous information networks (HINs). However, existing HGNN-based recommendation faces severe noise cascading challenge. The presence of substantial data noise can adversely affect robustness of recommender, as the graph structures are susceptible to noise and even unnoticed malicious perturbations. Moreover, these noises can propagate and accumulate through connected nodes, potentially exerting a profound impact on target nodes within the graph structure. To tackle the noise challenges, we present a Bottlenecked Heterogeneous Graph Contrastive Learning (BHGCL), aiming to enhance the robustness of recommendation systems.	Anhui University; Hefei University of Technology		Bottlenecked Heterogeneous Graph Contrastive Learning for Robust Recommendation	Lei Sang; Minxing Huang; Yu Wang; Yiwen Zhang; Xindong Wu	5	https://doi.org/10.1145/3750725	https://openalex.org/W4412627774		False	closed	Recommender Systems and Techniques	Computer science; Graph; Artificial intelligence; Natural language processing; Theoretical computer science	71	article	openalex	diverse recommendations [title_and_abstract]
https://doi.org/10.1109/tkde.2025.3552658	IEEE TKDE	2025	3	Post-click conversion rate (CVR) is a reliable indicator of online customers' preferences, making it crucial for developing recommender systems. A major challenge in predicting CVR is severe selection bias, arising from users' inherent self-selection behavior and the system's item selection process. To mitigate this issue, the inverse propensity score (IPS) is employed to weight the prediction error of each observed instance. However, current propensity score estimations are unreliable due to the lack of a quality measure. To address this, we evaluate the quality of propensity scores from the perspective of uncertainty calibration, proposing the use of Expected Calibration Error (ECE) as a measure of propensity-score quality, which quantifies the extent to which predicted probabilities are overconfident by assessing the difference between predicted probabilities and actual observed frequencies.	Hefei University of Technology; University of Science and Technology of China; Chinese Academy of Sciences; Shandong Institute of Automation		Uncertainty Calibration for Counterfactual Propensity Estimation in Recommendation	Wenbo Hu; Xin Sun; Qiang Liu; Le Wu; Liang Wang	5	https://doi.org/10.1109/tkde.2025.3552658	https://openalex.org/W4409233917		False	closed	Personal Information Management and User Behavior	Counterfactual thinking; Computer science; Calibration; Estimation; Propensity score matching	85	article	openalex	calibrated recommendations [title_and_abstract]
https://doi.org/10.1145/3734527	ACM RecSys	2025	3	Aligning the multi-modal content and ID embeddings is crucial in multi-modal recommendation systems. Existing solutions typically adopt a bidirectional alignment paradigm. Our prior work, FETTLE , challenges this paradigm by proposing a one-way directional alignment at the item level, thus reducing the negative impact of low-quality modalities. However, FETTLE leaves two open questions: (1) when is one-way directional alignment optimal, and (2) how to incorporate collaborative signals to enhance alignment? We present CROSS (feedba C k-o R iented multi-m O dal alignment in recommendation S y S tem), a plug-and-play framework that extends FETTLE by introducing three major advancements.	Xiamen University; Institute of Art; Chongqing University; Shandong Normal University		CROSS: Feedback-Oriented Multi-Modal Dynamic Alignment in Recommendation Systems	Yang Li; Junpeng Du; C. Wang; Zunlong Liu; Xiaomin Zhu; Chen Lin	6	https://doi.org/10.1145/3734527	https://openalex.org/W4410748002		False	closed	Recommender Systems and Techniques	Modal; Computer science; Materials science; Composite material	35	article	openalex	calibrated recommendations [title_and_abstract]
https://doi.org/10.1007/s11280-025-01332-4	TheWebConf / WWW	2025	3		Sichuan University		Adaptive user multi-level and multi-interest preferences for sequential recommendation	Rongmei Zhao; Yuxin Zhang; Shenggen Ju; Jian Peng; Yueting Yang	5	https://doi.org/10.1007/s11280-025-01332-4	https://openalex.org/W4407291799		False	closed	Recommender Systems and Techniques	Computer science	46	article	openalex	multi-interest recommendation [title_and_abstract]
https://doi.org/10.1109/tkde.2025.3572014	IEEE TKDE	2025	3	Generative recommendation systems have recently seen a surge in interest, largely due to the promising advancements in generative AI. As a competitive solution for multi-behavior sequence recommendations, much of the recent research has concentrated on predicting the next item a user will likely interact with using a generative approach. However, these methods often 1). assign multiple residual quantization layers to obtain item codes, which leads to extra storage costs of more codebooks. And 2).	Sichuan University; Chengdu University; Tencent (China); Hong Kong Baptist University; Agency for Science, Technology and Research	Tencent (China)	Implicit Multi-Behavior Generative Recommendation With Mixture of Quantization	Yuze Tan; Yanjie Gou; Kouying Xue; Shudong Huang; Yi Hu; Ivor W. Tsang; Jiancheng Lv	7	https://doi.org/10.1109/tkde.2025.3572014	https://openalex.org/W4410537723		False	closed	Recommender Systems and Techniques	Computer science; Quantization (signal processing); Artificial intelligence; Vector quantization; Generative grammar	31	article	openalex	multi-interest recommendation [title_and_abstract]
https://doi.org/10.1609/aaai.v38i14.29452	AAAI	2024	3	In this paper, we study a fundamental problem in submodular optimization known as sequential submodular maximization. The primary objective of this problem is to select and rank a sequence of items to optimize a group of submodular functions. The existing research on this problem has predominantly concentrated on the monotone setting, assuming that the submodular functions are non-decreasing. However, in various real-world scenarios, like diversity-aware recommendation systems, adding items to an existing set might negatively impact the overall utility. In response, we propose to study this problem with non-monotone submodular functions and develop approximation algorithms for both flexible and fixed length constraints, as well as a special case with identical utility functions.	University of North Texas		Non-monotone Sequential Submodular Maximization	Shaojie Tang; Jing Yuan	2	https://doi.org/10.1609/aaai.v38i14.29452	https://openalex.org/W4393159972	https://ojs.aaai.org/index.php/AAAI/article/download/29452/30736	True	diamond	Complexity and Algorithms in Graphs	Submodular set function; Monotone polygon; Maximization; Mathematics; Mathematical optimization	35	article	openalex	diversity in recommendation [title_and_abstract]; diversity-aware recommendation [title_and_abstract]; recommendation diversity [title_and_abstract]
https://doi.org/10.1007/s11280-024-01242-x	TheWebConf / WWW	2024	3		Beijing University of Technology		Invariant representation learning to popularity distribution shift for recommendation	Ming He; Han Zhang; Zihao Zhang; Chang Liu	4	https://doi.org/10.1007/s11280-024-01242-x	https://openalex.org/W4391484916		False	closed	Recommender Systems and Techniques	Popularity; Computer science; Invariant (physics); Representation (politics); Artificial intelligence	35	article	openalex	diverse recommendations [title_and_abstract]; popularity bias recommendation [title_and_abstract]
https://doi.org/10.1609/aaai.v38i8.28794	AAAI	2024	3	The filter bubble is a notorious issue in Recommender Systems (RSs), which describes the phenomenon whereby users are exposed to a limited and narrow range of information or content that reinforces their existing dominant preferences and beliefs. This results in a lack of exposure to diverse and varied content. Many existing works have predominantly examined filter bubbles in static or relatively-static recommendation settings. However, filter bubbles will be continuously intensified over time due to the feedback loop between the user and the system in the real-world online recommendation. To address these issues, we propose a novel paradigm, Multi-Facet Preference Learning for Pricking Filter Bubbles in Conversational Recommender System (FacetCRS), which aims to burst filter bubbles in the conversational recommender system (CRS) through timely user-item interactions via natural language conversations.	Sun Yat-sen University; Guangdong University of Technology		FacetCRS: Multi-Faceted Preference Learning for Pricking Filter Bubbles in Conversational Recommender System	Yongsen Zheng; Ziliang Chen; Jinghui Qin; Liang Lin	4	https://doi.org/10.1609/aaai.v38i8.28794	https://openalex.org/W4393154553	https://ojs.aaai.org/index.php/AAAI/article/download/28794/29521	True	diamond	Advanced Text Analysis Techniques	Recommender system; Preference; Computer science; Filter (signal processing); Artificial intelligence	48	article	openalex	diverse recommendations [title_and_abstract]; filter bubble [title_and_abstract]; filter bubble recommender [title_and_abstract]
https://doi.org/10.1145/3656481	ACM RecSys	2024	3	Simulators can provide valuable insights for researchers and practitioners who wish to improve recommender systems, because they allow one to easily tweak the experimental setup in which recommender systems operate, and as a result lower the cost of identifying general trends and uncovering novel findings about the candidate methods. A key requirement to enable this accelerated improvement cycle is that the simulator is able to span the various sources of complexity that can be found in the real recommendation environment that it simulates. With the emergence of interactive and data-driven methods—e.g., reinforcement learning or online and counterfactual learning-to-rank—that aim to achieve user-related goals beyond the traditional accuracy-centric objectives, adequate simulators are needed. In particular, such simulators must model the various mechanisms that render the recommendation environment dynamic and interactive, e.g., the effect of recommendations on the user or the effect of biased data on subsequent iterations of the recommender system. We therefore propose SARDINE, a flexible and interpretable recommendation simulator that can help accelerate research in interactive and data-driven recommender systems.	University of Amsterdam; Korea Advanced Institute of Science and Technology; Amsterdam University of the Arts		SARDINE: Simulator for Automated Recommendation in Dynamic and Interactive Environments	Romain Deffayet; Thibaut Thonet; Dongyoon Hwang; Vassilissa Lehoux‐Lebacque; Jean-Michel Renders; Maarten de Rijke	6	https://doi.org/10.1145/3656481	https://openalex.org/W4394569847	https://dl.acm.org/doi/pdf/10.1145/3656481	True	hybrid	Recommender Systems and Techniques	Sardine; Computer science; Human–computer interaction; Simulation; Computer graphics (images)	25	article	openalex	diverse recommendations [title_and_abstract]
https://doi.org/10.1145/3710898	ACM RecSys	2024	3	The exponential growth of published papers in digital libraries has made finding relevant papers increasingly challenging for researchers. Numerous citation recommendation models have been developed to mitigate this issue and assist researchers in identifying pertinent works. Unfortunately, many of these models struggle to generate high-quality recommendations because they fail to capture diverse relationship patterns and effectively model the multifaceted relationships present in citation networks. Additionally, these models lack robustness in learning the representations of research papers. To address these limitations, we propose an innovative model that integrates graph embeddings to better understand hidden relationships in bibliographic networks and model multi-fold relations using the MRotatE framework.	Nanjing University of Posts and Telecommunications; Southeast University; Aristotle University of Thessaloniki		Improved paper recommendation model incorporating knowledge graph embedding with IRGAN model	Nimbeshaho Thierry; Ingabire Batamira Christ Chatelain; Zafar Ali; Pavlos Kefalas	4	https://doi.org/10.1145/3710898	https://openalex.org/W4405919682		False	closed	Advanced Graph Neural Networks	Computer science; Knowledge graph; Embedding; Graph; Theoretical computer science	73	article	openalex	diverse recommendations [title_and_abstract]
https://doi.org/10.1145/3643131	ACM TOIS	2024	3	In the stock market, a successful investment requires a good balance between profits and risks. Based on the learning to rank paradigm, stock recommendation has been widely studied in quantitative finance to recommend stocks with higher return ratios for investors. Despite the efforts to make profits, many existing recommendation approaches still have some limitations in risk control, which may lead to intolerable paper losses in practical stock investing. To effectively reduce risks, we draw inspiration from adversarial learning and propose a novel Split Variational Adversarial Training (SVAT) method for risk-aware stock recommendation. Essentially, SVAT encourages the stock model to be sensitive to adversarial perturbations of risky stock examples and enhances the model’s risk awareness by learning from perturbations.	Sun Yat-sen University; Duke Kunshan University		Can Perturbations Help Reduce Investment Risks? Risk-aware Stock Recommendation via Split Variational Adversarial Training	Jiezhu Cheng; Kaizhu Huang; Zibin Zheng	3	https://doi.org/10.1145/3643131	https://openalex.org/W4391222213		False	closed	Stock Market Forecasting Methods	Adversarial system; Computer science; Training (meteorology); Stock (firearms); Artificial intelligence	55	article	openalex	diverse recommendations [title_and_abstract]
https://doi.org/10.1145/3690654	ACM RecSys	2024	3	Serendipity means unexpected discoveries that are valuable, with positive outcomes ranging from personal benefits to scientific breakthroughs. This study proposes a cross-domain recommendation model, called SerenCDR , to model serendipity. SerenCDR leverages the knowledge beyond one domain as well as mitigates the inherent data sparsity problem in serendipity recommendations. The novelty of SerenCDR lies in the fact that it is the first deep learning based cross-domain model for a serendipity task. More importantly, it does not rely on any overlapping users or overlapping items across different domains, which especially fits for the task of recommending serendipity, because serendipity in a single domain tends to be sparse; finding overlapping users or overlapping items in other domains is nearly impossible.	University of North Carolina at Charlotte		A Deep Learning Model for Cross-Domain Serendipity Recommendations	Zhe Fu; Xi Niu; Xiangcheng Wu; Ruhani Rahman	4	https://doi.org/10.1145/3690654	https://openalex.org/W4402006510	https://dl.acm.org/doi/pdf/10.1145/3690654	True	bronze	Recommender Systems and Techniques	Serendipity; Computer science; Domain (mathematical analysis); Task (project management); Function (biology)	58	article	openalex	serendipity [title]; serendipity [title_and_abstract]; serendipity recommender [title_and_abstract]; unexpectedness recommendation [title_and_abstract]
https://doi.org/10.1007/s11280-023-01162-2	TheWebConf / WWW	2023	3		University of Electronic Science and Technology of China; University of Notre Dame; King Abdullah University of Science and Technology		Spatiotemporal data management and analytics for recommender systems	Shuo Shang; Xiangliang Zhang; Panos Kalnis	3	https://doi.org/10.1007/s11280-023-01162-2	https://openalex.org/W4324095404	https://link.springer.com/content/pdf/10.1007/s11280-023-01162-2.pdf	True	bronze	Data Management and Algorithms	Computer science; Recommender system; Analytics; Data science; Data analysis	0	article	openalex	diversity in recommender systems [title_and_abstract]
https://doi.org/10.1145/3636465	ACM RecSys	2023	3	In traditional recommender system literature, diversity is often seen as the opposite of similarity and typically defined as the distance between identified topics, categories, or word models. However, this is not expressive of the social science’s interpretation of diversity, which accounts for a news organization’s norms and values and which we here refer to as normative diversity. We introduce RADio, a versatile metrics framework to evaluate recommendations according to these normative goals. RADio introduces a rank-aware Jensen Shannon (JS) divergence. This combination accounts for (i) a user’s decreasing propensity to observe items further down a list and (ii) full distributional shifts as opposed to point estimates.	University of Amsterdam		RADio* – An Introduction to Measuring Normative Diversity in News Recommendations	Sanne Vrijenhoek; G. F. Benedict; Mateo Gutierrez Granada; Daan Odijk	4	https://doi.org/10.1145/3636465	https://openalex.org/W4389438966	https://dl.acm.org/doi/pdf/10.1145/3636465	True	bronze	Opinion Dynamics and Social Influence	Normative; Computer science; Metadata; Diversity (politics); Rank (graph theory)	92	article	openalex	diversity [title]; diversity in recommendation [title_and_abstract]; diversity in recommender systems [title_and_abstract]; diversity-aware recommendation [title_and_abstract]; recommendation diversity [title_and_abstract]
https://doi.org/10.48550/arXiv.2302.07975	ICML	2023	3	We study the problem of multi-task learning under user-level differential privacy, in which $n$ users contribute data to $m$ tasks, each involving a subset of users. One important aspect of the problem, that can significantly impact quality, is the distribution skew among tasks. Certain tasks may have much fewer data samples than others, making them more susceptible to the noise added for privacy. It is natural to ask whether algorithms can adapt to this skew to improve the overall utility. We give a systematic analysis of the problem, by studying how to optimally allocate a user's privacy budget among tasks.			Multi-Task Differential Privacy Under Distribution Skew	Walid Krichene; Prateek Jain; Shuang Song; Mukund Sundararajan; Abhradeep Thakurta; Li Zhang	6	https://doi.org/10.48550/arXiv.2302.07975		http://arxiv.org/pdf/2302.07975	True		Computer Science	Computer Science; Mathematics	58	JournalArticle;Conference	semantic_scholar	long-tail recommendation [s2:ICML]
https://doi.org/10.1145/3534678.3539033	KDD	2022	3	Preference diversity arouses much research attention in recent years, as it is believed to be closely related to many profound problems such as user activeness in social media or recommendation systems. However, due to the lack of large-scale data with comprehensive user behavior log and accurate content labels, the real quantitative effect of preference diversity on user activeness is still largely unknown. This paper studies the heterogeneous effect of preference diversity on user activeness in social media. We examine large-scale real-world datasets collected from two of the most popular video-sharing social platforms in China, including the behavior logs of more than 787 thousand users and 1.95 million videos, with accurate content category information. We investigate the distribution and evolution of preference diversity, and find rich heterogeneity in the effect of preference diversity on the dynamic activeness.	Tsinghua University; University of California, Santa Barbara		Uncovering the Heterogeneous Effects of Preference Diversity on User Activeness: A Dynamic Mixture Model	Yunfei Lu; Peng Cui; Linyun Yu; Lei Li; Wenwu Zhu	5	https://doi.org/10.1145/3534678.3539033	https://openalex.org/W4290927784	https://dl.acm.org/doi/pdf/10.1145/3534678.3539033	True	bronze	Digital Marketing and Social Media	Preference; Diversity (politics); Computer science; Divergence (linguistics); Preference learning	17	article	openalex	diversity [title]; diversity in recommendation [title_and_abstract]; recommendation diversity [title_and_abstract]
https://doi.org/10.1145/3491101.3503572	ACM CHI	2022	3	Fashion, a highly subjective topic is interpreted differently by all individuals. E-commerce platforms, despite these diverse requirements, tend to cater to the average buyer instead of focusing on edge cases like non-binary shoppers. This case study1, through participant surveys, shows that visual search on e-commerce platforms like Amazon, Beagle.Vision and Lykdat, is particularly poor for non-binary clothing items. Our comprehensive quantitative analysis shows that these platforms are more robust to binary clothing inputs. The non-binary clothing items are recommended in a haphazard manner, as observed through negative correlation coefficients of the ranking order.	Indian Institute of Technology Indore		Marching with the Pink Parade: Evaluating Visual Search Recommendations for Non-binary Clothing Items	Siddharth D Jaiswal; Animesh Mukherjee	2	https://doi.org/10.1145/3491101.3503572	https://openalex.org/W4200368158	https://arxiv.org/pdf/2112.02384	True	green	Fashion and Cultural Textiles	Parade; Clothing; Computer science; Binary number; Computer graphics (images)	7	article	openalex	diverse recommendations [title_and_abstract]
https://doi.org/10.24963/ijcai.2022/749	IJCAI	2022	3	In this paper, we describe a black-box sockpuppeting audit which we carried out to investigate the creation and bursting dynamics of misinformation filter bubbles on YouTube. Pre-programmed agents acting as YouTube users stimulated YouTube's recommender systems: they first watched a series of misinformation promoting videos (bubble creation) and then a series of misinformation debunking videos (bubble bursting). Meanwhile, agents logged videos recommended to them by YouTube. After manually annotating these recommendations, we were able to quantify the portion of misinformative videos among them. The results confirm the creation of filter bubbles (albeit not in all situations) and show that these bubbles can be bursted by watching credible content.	Kempelen Institute of Intelligent Technologies; Brno University of Technology		Black-box Audit of YouTube's Video Recommendation: Investigation of Misinformation Filter Bubble Dynamics (Extended Abstract)	Matúš Tomlein; Branislav Pecher; Jakub Šimko; Ivan Srba; Róbert Móro; Elena Štefancová; Michal Kompan; Andrea Hrčková; Juraj Podroužek; Mária Bieliková	10	https://doi.org/10.24963/ijcai.2022/749	https://openalex.org/W4285601046	https://www.ijcai.org/proceedings/2022/0749.pdf	True	bronze	Misinformation and Its Impacts	Misinformation; Computer science; Filter (signal processing); Audit; Dynamics (music)	13	article	openalex	filter bubble [title_and_abstract]; filter bubble recommender [title_and_abstract]
https://doi.org/10.1145/3488560.3510009	WSDM	2022	3	In the era of increasing choices, recommender systems are becoming indispensable in helping users navigate the million or billion pieces of content on recommendation platforms. Most of the recommender systems are powered by ML models trained on a large amount of user-item interaction data. Such a setup however induces a strong feedback loop that creates the rich gets richer phenomenon where head contents are getting more and more exposure while tail and fresh contents are not discovered. At the same time, it pigeonholes users to contents they are already familiar with. We believe exploration is key to break away from the feedback loop and to optimize long term user experience on recommendation platforms.	Google (United States)	Google (United States)	Exploration in Recommender Systems	Minmin Chen	1	https://doi.org/10.1145/3488560.3510009	https://openalex.org/W4213045373		False	closed	Recommender Systems and Techniques	Recommender system; Computer science; Feedback loop; Key (lock); Loop (graph theory)	0	article	openalex	long-tail recommendation [title_and_abstract]
https://doi.org/10.1145/3488560.3498413	WSDM	2022	3	Strategic behavior against sequential learning methods, such as "click framing'' in real recommendation systems, have been widely observed. Motivated by such behavior we study the problem of combinatorial multi-armed bandits (CMAB) under strategic manipulations of rewards, where each arm can modify the emitted reward signals for its own interest. This characterization of the adversarial behavior is a relaxation of previously well-studied settings such as adversarial attacks and adversarial corruption. We propose a strategic variant of the combinatorial UCB algorithm, which has a regret of at most O(mlog T + m B_max ) under strategic manipulations, where T is the time horizon, m is the number of arms, and B_max is the maximum budget of an arm. We provide lower bounds on the budget for arms to incur certain regret of the bandit algorithm.	Chinese University of Hong Kong, Shenzhen; Shanghai Jiao Tong University		Combinatorial Bandits under Strategic Manipulations	Jing Dong; Ke Li; Shuai Li; Baoxiang Wang	4	https://doi.org/10.1145/3488560.3498413	https://openalex.org/W4212984970		False	closed	Advanced Bandit Algorithms Research	Computer science; Artificial intelligence	21	article	openalex	multi-interest recommendation [title_and_abstract]
https://doi.org/10.1109/tkde.2022.3206210	IEEE TKDE	2022	3	In this work, we propose a principled framework using Vertex-based and Edge-based uniform generation mechanisms to build stochastic uniform growth tree networks that have a wide range of applications in various fields including physics, engineering, chemistry, ect., and then uncover the associated structural features analytically. When considering vertex-degree distribution, there exist three different classes of forms in the thermodynamic limit, i.e., exponential distribution, power-law distribution along with multiple-point distribution. At meantime, three distinct structural shapes are observed in the study of fractal phenomena, that is, fractal feature, critical phenomenon and non-fractal property. In addition, we obtain the analytical solution to fractal dimension for fractal structure from the probability point of view. More importantly, some well-known models, for instance, Vicsek fractal and T-graph, fall into our framework.	Peking University; Institute of Software; Northwest Normal University		Structure Diversity and Mean Hitting Time for Random Walks on Stochastic Uniform Growth Tree Networks	Fei Ma; Ping Wang; Xudong Luo; Renbo Zhu	4	https://doi.org/10.1109/tkde.2022.3206210	https://openalex.org/W4295832469		False	closed	Complex Network Analysis Techniques	Fractal; Vertex (graph theory); Mathematics; Combinatorics; Discrete mathematics	53	article	openalex	diversity [title]
https://doi.org/10.1145/3534678.3542910	KDD	2022	3	The detection of, explanation of, and accommodation to anomalies and novelties are active research areas in multiple communities, including data mining, machine learning, and computer vision. They are applied in various guises including anomaly detection, out-of-distribution example detection, adversarial example recognition and detection, curiosity-driven reinforcement learning, and open-set recognition and adaptation, all of which are of great interest to the SIGKDD community. The techniques developed have been applied in a wide range of domains including fraud detection and anti-money laundering in fintech, early disease detection, intrusion detection in large-scale computer networks and data centers, defending AI systems from adversarial attacks, and in improving the practicality of agents through overcoming the closed-world assumption.	Singapore Management University; University of Virginia; Amazon (Germany); The University of Adelaide; University of Technology Sydney; Oregon State University	Amazon (Germany)	ANDEA: Anomaly and Novelty Detection, Explanation, and Accommodation	Guansong Pang; Jundong Li; Anton van den Hengel; Longbing Cao; Thomas G. Dietterich	5	https://doi.org/10.1145/3534678.3542910	https://openalex.org/W4290943800	https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=8546&amp;amp;context=sis_research	True	green	Seismology and Earthquake Studies	Novelty; Accommodation; Anomaly detection; Novelty detection; Computer science	0	article	openalex	novelty [title]
https://doi.org/10.1007/s11280-022-01061-y	TheWebConf / WWW	2022	3		Fudan University; Zhejiang Lab		Zebra: A novel method for optimizing text classification query in overload scenario	Tianhuan Yu; Zhenying He; Zhihui Yang; Fei Ye; Yuankai Fan; Yinan Jing; Kai Zhang; X. Sean Wang	8	https://doi.org/10.1007/s11280-022-01061-y	https://openalex.org/W4281682241		False	closed	Cloud Computing and Resource Management	Computer science; Information overload; ZEBRA (computer); Artificial intelligence; Information retrieval	37	article	openalex	novel [title]
